team,match_up,game_date,w_l,min,pts,fgm,fga,fgp,tpm,tpa,tpp,ftm,fta,ftp,oreb,dreb,reb,ast,stl,blk,tov,pf,p_m,offrtg,derftg,netrtg,astp,astto,astr,orebp,drebp,rebp,tovp,efgp,tsp,pace,pie
POR,POR @ CHA,44500,L,240,113,43,97,44.3,17,54,31.5,10,11,90.9,15,32,47,30,4,5,12,18,-12,116.5,128.9,-12.4,69.8,2.5,20.7,35.2,72.9,52.9,12.4,53.1,55.5,97,44.6
POR,POR vs. LAC,44498,W,240,111,41,98,41.8,19,41,46.3,10,16,62.5,16,47,63,21,8,6,14,19,19,109.9,92.9,17,51.2,1.5,14.9,34.4,87.7,60.2,13.9,51.5,52.8,100,58.8
POR,POR vs. MEM,44496,W,240,116,39,84,46.4,15,36,41.7,23,31,74.2,13,35,48,22,11,6,14,20,20,117.2,96,21.2,56.4,1.57,16.2,30,56.7,45.3,14.1,55.4,59.4,99.5,65.9
POR,POR @ LAC,44494,L,240,86,32,85,37.6,8,37,21.6,14,18,77.8,7,40,47,15,11,4,30,18,-30,75.4,100.9,-25.4,46.9,0.5,10.8,18.5,86,51,26.3,42.4,46.3,114.5,29.8
POR,POR vs. PHX,44492,W,240,134,51,94,54.3,21,50,42,11,17,64.7,8,40,48,24,8,5,9,15,29,131.4,102.9,28.4,47.1,2.67,17.6,22.2,83.7,54.3,8.8,65.4,66,102,61.1
POR,POR vs. SAC,44489,L,240,121,45,93,48.4,12,35,34.3,19,22,86.4,9,40,49,25,5,5,13,22,-3,114.2,117,-2.8,55.6,1.92,17.6,24.5,79.6,53.4,12.3,54.8,58.9,106,51
PHX,PHX vs. SAC,44661,L,240,109,42,103,40.8,14,47,29.8,11,15,73.3,18,32,50,27,9,7,11,25,-7,110.1,117.2,-7.1,64.3,2.45,18.1,36.5,82.1,53.9,11.1,47.6,49.7,99,43.2
PHX,PHX @ UTA,44659,W,240,111,46,92,50,6,19,31.6,13,15,86.7,11,35,46,27,7,3,13,25,6,112.1,107.1,5,58.7,2.08,19.4,30.4,69.6,52,13.1,53.3,56.3,98.5,55.6
PHX,PHX @ LAC,44657,L,240,109,42,108,38.9,17,48,35.4,8,12,66.7,18,36,54,29,11,2,12,26,-4,103.8,107.6,-3.8,69,2.42,18.6,31.9,78.3,50.4,11.4,46.8,48.1,105,44.2
PHX,PHX vs. LAL,44656,W,240,121,50,102,49,14,39,35.9,7,9,77.8,11,42,53,38,10,4,14,22,11,110,100.9,9.1,76,2.71,23.8,22.2,84,51.9,12.7,55.9,57.1,109.5,56.5
PHX,PHX @ OKC,44654,L,240,96,37,89,41.6,7,38,18.4,15,17,88.2,6,27,33,22,14,4,11,17,-21,95,115.8,-20.8,59.5,2,16.8,15.1,71.1,40.8,10.9,45.5,49.8,101,40
PHX,PHX @ MEM,44652,L,240,114,47,86,54.7,10,27,37,10,17,58.8,2,37,39,27,8,4,20,25,-8,108.6,116.2,-7.6,57.4,1.35,19.4,19.5,65,46.5,19,60.5,61,105,47.1
PHX,PHX @ GSW,44650,W,240,107,38,92,41.3,7,28,25,24,30,80,12,34,46,20,9,1,14,19,4,101.9,98.1,3.8,52.6,1.43,14.1,30.4,74.5,51.4,13.3,45.1,50.9,105,50.2
PHX,PHX vs. PHI,44647,W,240,114,45,87,51.7,13,27,48.1,11,17,64.7,5,35,40,24,5,5,13,21,10,116.3,106.1,10.2,53.3,1.85,18.2,22.7,66.7,46.9,13.3,59.2,60.3,98,54.6
PHX,PHX @ DEN,44644,W,240,140,52,86,60.5,13,27,48.1,23,29,79.3,5,24,29,32,7,3,9,23,10,141.4,132.7,8.8,61.5,3.56,22.9,27,69.4,47.9,9.1,68,70.9,98.5,54
PHX,PHX @ MIN,44643,W,240,125,45,86,52.3,12,33,36.4,23,29,79.3,11,32,43,30,6,9,13,20,9,127.6,118.4,9.2,66.7,2.31,21.1,31.8,64.2,49.5,13.3,59.3,63.3,98,55.4
PHX,PHX @ SAC,44640,W,265,127,46,92,50,12,28,42.9,23,27,85.2,10,40,50,25,12,5,18,30,3,112.4,110.7,1.7,54.3,1.39,16.7,25,79.2,53.5,15.9,56.5,61.1,101.89,51.4
PHX,PHX vs. CHI,44638,W,240,129,47,84,56,11,25,44,24,26,92.3,10,39,49,23,5,4,13,20,27,131.6,103,28.6,48.9,1.77,17.3,31.6,72.2,55.4,13.3,62.5,67.6,98.5,64.1
PHX,PHX @ HOU,44636,W,240,129,53,95,55.8,13,33,39.4,10,13,76.9,13,36,49,32,5,4,11,18,17,134.4,116.7,17.7,60.4,2.91,22.1,39.5,77.6,59.8,11.5,62.6,64,96,57.2
PHX,PHX @ NOP,44635,W,240,131,49,90,54.4,18,34,52.9,15,15,100,6,28,34,35,9,2,9,22,16,133.7,115,18.7,71.4,3.89,25,17.1,63,41.4,9.2,64.4,67.8,99,56.1
PHX,PHX vs. LAL,44633,W,240,140,58,102,56.9,12,33,36.4,12,14,85.7,14,37,51,36,12,5,11,24,29,135.9,105.7,30.2,62.1,3.27,23.5,30.4,75.5,53.7,10.7,62.7,64.7,104,63.7
PHX,PHX vs. TOR,44631,L,240,112,44,88,50,11,36,30.6,13,17,76.5,5,35,40,27,7,8,16,23,-5,107.7,112.5,-4.8,61.4,1.69,19.3,19.6,69.2,45.9,15.4,56.3,58.7,104,49.9
PHX,PHX @ MIA,44629,W,240,111,45,99,45.5,11,37,29.7,10,10,100,14,41,55,26,8,5,15,18,21,109.9,90,19.9,57.8,1.73,17.8,35.2,83.3,59.3,14.9,51,53.7,100.5,56.8
PHX,PHX @ ORL,44628,W,240,102,35,92,38,13,37,35.1,19,23,82.6,7,45,52,24,7,6,10,20,3,97.1,94.3,2.9,68.6,2.4,17.4,15.3,80.7,47.4,9.5,45.1,49.9,105,53.9
PHX,PHX @ MIL,44626,L,240,122,50,93,53.8,14,31,45.2,8,11,72.7,6,21,27,33,8,4,11,20,-10,120.8,132,-11.2,66,3,23.1,22.2,61,40.7,10.9,61.3,62.3,100.5,45.2
PHX,PHX vs. NYK,44624,W,240,115,38,85,44.7,17,34,50,22,27,81.5,3,30,33,28,7,3,10,22,1,113.9,112.9,1,73.7,2.8,20.6,14.6,70.6,43.4,9.9,54.7,59.4,101,50.1
PHX,PHX vs. POR,44622,W,240,120,40,80,50,14,36,38.9,26,31,83.9,7,39,46,32,14,6,16,21,30,120,90,30,80,2,22.4,25,80.4,54.7,16,58.8,64.1,100,68.5
PHX,PHX vs. UTA,44619,L,240,114,44,86,51.2,13,28,46.4,13,16,81.3,10,26,36,24,7,5,9,19,-4,126.7,129.7,-3,54.5,2.67,18.8,31.8,54.7,44.3,10,58.7,61.3,90.5,50.8
PHX,PHX vs. NOP,44617,L,240,102,36,82,43.9,12,40,30,18,24,75,7,30,37,23,6,8,14,27,-15,104.1,118.2,-14.1,63.9,1.64,17.4,22.4,59.6,41.6,14.3,51.2,55.1,98.5,40.9
PHX,PHX @ OKC,44616,W,240,124,46,86,53.5,13,34,38.2,19,21,90.5,3,40,43,32,14,6,16,12,20,117,97.2,19.8,69.6,2,22.4,12.2,81.6,50,15.1,61,65.1,106.5,61.2
PHX,PHX vs. HOU,44608,W,240,124,44,86,51.2,7,24,29.2,29,36,80.6,7,35,42,27,10,7,11,20,3,115.9,114.2,1.7,61.4,2.45,18.9,20,64.9,45.1,10.3,55.2,60.9,106.5,57.2
PHX,PHX vs. LAC,44607,W,240,103,44,90,48.9,8,25,32,7,10,70,12,40,52,30,9,4,17,12,7,104,97,7.1,68.2,1.76,21,29.2,69.5,51.4,17.2,53.3,54.6,99,55.2
PHX,PHX vs. ORL,44604,W,240,132,55,105,52.4,15,34,44.1,7,10,70,7,45,52,40,8,2,7,19,27,123.4,98.1,25.2,72.7,5.71,25.5,21.2,85.5,54.2,6.5,59.5,60.3,107,61.8
PHX,PHX vs. MIL,44602,W,240,131,51,90,56.7,9,30,30,20,29,69,9,34,43,35,10,2,8,22,24,132.3,107,25.3,68.6,4.38,24,28.6,71.7,52.6,8.1,61.7,63.7,99.5,64.9
PHX,PHX @ PHI,44600,W,240,114,43,95,45.3,6,26,23.1,22,24,91.7,11,37,48,27,7,5,8,15,5,109.6,104.8,4.8,62.8,3.38,18.9,22.6,79.2,49.5,7.7,48.4,54,104,54.5
PHX,PHX @ CHI,44599,W,240,127,49,90,54.4,12,32,37.5,17,19,89.5,10,34,44,31,5,5,11,23,3,130.9,126.5,4.4,63.3,2.82,22.1,31,72.9,53.3,11.3,61.1,64.6,97.5,54.3
PHX,PHX @ WAS,44597,W,240,95,40,99,40.4,8,31,25.8,7,14,50,20,44,64,26,6,7,10,16,15,103.3,87.9,15.3,65,2.6,18.2,41.9,80.4,60.2,10.9,44.4,45.2,91.5,61.9
PHX,PHX @ ATL,44595,L,240,115,46,88,52.3,9,32,28.1,14,18,77.8,6,33,39,30,11,2,11,20,-9,112.7,120.4,-7.6,65.2,2.73,21.7,14,79.1,46.5,10.8,57.4,59.9,102.5,51
PHX,PHX vs. BKN,44593,W,240,121,42,76,55.3,11,31,35.5,26,31,83.9,7,30,37,26,8,4,16,19,10,123.5,114.4,9,61.9,1.63,19.7,22.2,78.6,52.6,16.3,62.5,67.5,97.5,57.1
PHX,PHX vs. SAS,44591,W,240,115,48,97,49.5,11,32,34.4,8,12,66.7,11,35,46,31,6,5,8,12,5,116.2,112.2,3.9,64.6,3.88,21.4,30.6,70.9,51.9,8.1,55.2,56.2,98.5,55
PHX,PHX vs. MIN,44589,W,240,134,43,84,51.2,20,39,51.3,28,37,75.7,10,39,49,36,4,2,12,22,10,132.7,122.8,9.9,83.7,3,24,28.3,81.6,55.8,11.9,63.1,66.8,101,56.5
PHX,PHX @ UTA,44587,W,240,105,40,82,48.8,7,18,38.9,18,27,66.7,9,35,44,14,6,7,9,20,8,112.9,104.3,8.6,35,1.56,11.9,27.3,72,51.1,9.7,53,55.9,93,57.5
PHX,PHX vs. UTA,44585,W,240,115,47,99,47.5,13,36,36.1,8,15,53.3,18,33,51,28,10,5,14,17,6,117.3,111.2,6.1,59.6,2,18.7,42.9,79.5,59,14.3,54,54.5,98,53.1
PHX,PHX vs. IND,44583,W,240,113,47,96,49,7,25,28,12,14,85.7,14,37,51,34,11,8,11,19,10,116.5,106.2,10.3,72.3,3.09,23,34,69.8,52.4,11.3,52.6,55.3,97,62
PHX,PHX @ DAL,44581,W,240,109,39,86,45.3,8,36,22.2,23,25,92,5,35,40,25,13,1,7,21,8,109,102,7,64.1,3.57,18.9,14.6,76,45.9,7,50,56.2,99.5,59.2
PHX,PHX @ SAS,44578,W,240,121,49,95,51.6,9,32,28.1,14,20,70,12,33,45,29,9,5,5,18,14,127.4,112.6,14.7,59.2,5.8,21,30.6,64.2,48,5.3,56.3,58.3,95,58.9
PHX,PHX @ DET,44577,W,240,135,51,87,58.6,11,27,40.7,22,30,73.3,11,40,51,30,4,7,15,26,27,135,106.9,28.1,58.8,2,21,32.5,82.4,60.4,15,64.9,67.4,100.5,61.4
PHX,PHX @ IND,44575,W,240,112,40,88,45.5,11,28,39.3,21,23,91.3,12,39,51,24,8,6,15,18,18,114.3,95.9,18.4,60,1.6,17.4,32,76.4,55.2,15.3,51.7,57.1,98,59.9
PHX,PHX @ TOR,44572,W,240,99,35,74,47.3,11,32,34.4,18,22,81.8,10,29,39,25,10,2,20,23,4,108.8,103.3,5.5,71.4,1.25,19.4,32.5,53.4,44.9,22,54.7,59.2,91.5,58.2
PHX,PHX vs. MIA,44569,L,240,100,30,79,38,14,34,41.2,26,29,89.7,6,29,35,24,10,1,16,14,-23,100,123,-23,80,1.5,17.9,20,71.1,44.2,16,46.8,54.5,100,39.6
PHX,PHX vs. LAC,44567,W,240,106,44,107,41.1,10,31,32.3,8,10,80,21,42,63,22,5,7,8,20,17,108.2,89.9,18.3,50,2.75,15.4,35.4,75.4,54.1,8.2,45.8,47.6,98.5,56.3
PHX,PHX @ NOP,44565,W,240,123,46,85,54.1,17,31,54.8,14,20,70,5,37,42,32,7,5,11,24,13,124.2,111.1,13.1,69.6,2.91,23.4,17.1,66.1,45.4,11.1,64.1,65.6,99,56.1
PHX,PHX @ CHA,44563,W,240,133,52,103,50.5,17,41,41.5,12,12,100,14,39,53,36,15,4,17,21,34,126.7,94.3,32.4,69.2,2.12,22.2,41.2,82,61.4,16.2,58.7,61.4,105,63
PHX,PHX @ BOS,44561,L,240,108,41,100,41,11,35,31.4,15,16,93.8,15,22,37,20,10,2,10,21,-15,109.1,125.5,-16.4,48.8,2,14.4,33.3,61.5,44.4,10.1,46.5,50.4,98.5,37.7
PHX,PHX vs. OKC,44559,W,240,115,41,89,46.1,12,34,35.3,21,28,75,18,38,56,22,7,7,15,15,18,117.3,98,19.4,53.7,1.47,15.8,38,65.5,52.8,15.3,52.8,56.8,98.5,62.9
PHX,PHX vs. MEM,44557,L,240,113,41,90,45.6,11,31,35.5,20,23,87,10,25,35,25,11,2,11,16,-1,115.3,115.2,0.2,61,2.27,18.4,26.5,60.9,43.2,11.2,51.7,56.4,98.5,49.6
PHX,PHX vs. GSW,44555,L,240,107,40,83,48.2,11,30,36.7,16,16,100,9,28,37,20,5,2,13,17,-9,113.8,123.4,-9.6,50,1.54,16.1,25.6,68.9,47.7,13.8,54.8,59.4,94,44.5
PHX,PHX vs. OKC,44553,W,240,113,45,93,48.4,15,39,38.5,8,13,61.5,11,41,52,26,9,8,14,22,12,111.9,100,11.9,57.8,1.86,18.7,24.5,70.5,50,13.9,56.5,57.2,101,58.4
PHX,PHX @ LAL,44551,W,240,108,41,93,44.1,12,41,29.3,14,15,93.3,8,45,53,29,11,4,16,18,18,102.9,85.7,17.1,70.7,1.81,20.1,18.9,83.9,52.3,15.2,50.5,54.2,105,63.5
PHX,PHX vs. CHA,44549,W,240,137,54,95,56.8,20,41,48.8,9,13,69.2,10,47,57,35,5,8,18,21,31,128,98.1,29.9,64.8,1.94,22.7,28.6,73.1,56,16.8,67.4,68,107.5,61.2
PHX,PHX vs. WAS,44546,W,240,118,42,79,53.2,9,29,31,25,26,96.2,9,38,47,25,9,2,20,23,20,118,97,21,59.5,1.25,18.5,26.3,84.4,57.8,20,58.9,65.2,100.5,60.3
PHX,PHX @ POR,44544,W,265,111,44,93,47.3,11,31,35.5,12,15,80,8,41,49,30,7,0,14,24,4,105.7,101.9,3.8,68.2,2.14,20.5,24.5,74.6,51.9,13.3,53.2,55.7,95.09,54.9
PHX,PHX @ LAC,44543,L,240,95,36,96,37.5,7,29,24.1,16,19,84.2,13,28,41,22,10,3,11,23,-16,97.9,114.4,-16.5,61.1,2,15.7,34.4,73.7,49.5,11.3,41.1,45.5,97,38.5
PHX,PHX vs. BOS,44540,W,240,111,43,96,44.8,14,38,36.8,11,11,100,14,39,53,25,4,9,12,21,21,111,90.9,20.1,58.1,2.08,17.7,30.2,72.6,53,12,52.1,55,99.5,65.3
PHX,PHX vs. SAS,44536,W,240,108,43,94,45.7,10,29,34.5,12,18,66.7,15,34,49,27,6,4,17,20,4,106.9,103,4,62.8,1.59,18.4,35.2,70.4,52.8,16.8,51.1,53,101,48.9
PHX,PHX @ GSW,44533,L,240,96,31,81,38.3,8,22,36.4,26,35,74.3,9,29,38,23,9,3,16,15,-22,96,116.8,-20.8,74.2,1.44,16.9,23.2,68.8,44.2,16,43.2,49.8,100.5,39.6
PHX,PHX vs. DET,44532,W,240,114,43,79,54.4,12,21,57.1,16,23,69.6,6,38,44,23,8,3,15,20,11,117.5,105.1,12.4,53.5,1.53,17.8,22.5,83,55.2,15.5,62,64,97.5,57.9
PHX,PHX vs. GSW,44530,W,240,104,43,87,49.4,12,30,40,6,11,54.5,8,27,35,28,12,4,13,12,8,108.3,100,8.3,65.1,2.15,21.1,21.3,60.8,41.8,13.5,56.3,56.6,96,55.1
PHX,PHX @ BKN,44527,W,240,113,41,92,44.6,13,38,34.2,18,21,85.7,11,30,41,17,11,1,13,17,6,109.7,105.9,3.8,41.5,1.31,12.7,28.3,72.7,48.5,12.6,51.6,55.8,102,47.8
PHX,PHX @ NYK,44526,W,240,118,44,79,55.7,13,28,46.4,17,21,81,1,34,35,28,10,2,11,19,21,122.9,99,23.9,63.6,2.55,22,7.7,61,39.8,11.5,63.9,66.9,97,66.8
PHX,PHX @ CLE,44524,W,240,120,45,86,52.3,8,22,36.4,22,28,78.6,10,37,47,26,4,2,15,23,5,116.5,112.7,3.8,57.8,1.73,18.4,28.9,70.2,52,14.6,57,61,102.5,55.5
PHX,PHX @ SAS,44522,W,240,115,45,88,51.1,12,27,44.4,13,16,81.3,11,33,44,25,10,0,15,18,4,113.9,111,2.9,55.6,1.67,18.1,28.3,67.3,48.4,14.9,58,60.5,100.5,52.1
PHX,PHX vs. DEN,44521,W,240,126,46,87,52.9,11,36,30.6,23,26,88.5,10,41,51,34,7,3,13,20,29,128.6,98,30.6,73.9,2.62,23.8,25.6,73.3,53.4,13.3,59.2,64,98.5,69.1
PHX,PHX vs. DAL,44519,W,240,112,44,85,51.8,14,29,48.3,10,14,71.4,10,43,53,28,7,4,18,22,8,110.9,104,6.9,63.6,1.56,19.9,27.9,80,57.1,17.8,60,61.4,100.5,54.2
PHX,PHX vs. DAL,44517,W,240,105,41,93,44.1,13,39,33.3,10,14,71.4,8,41,49,27,6,7,8,9,7,109.4,103.2,6.2,65.9,3.38,19.7,25.5,83,53.7,8.3,51.1,52.9,95.5,53.2
PHX,PHX @ MIN,44515,W,240,99,32,85,37.6,7,31,22.6,28,36,77.8,14,38,52,21,8,2,15,23,3,97.1,92.3,4.8,65.6,1.4,15.3,25,69.5,47.8,14.7,41.8,49.1,103,54.7
PHX,PHX @ HOU,44514,W,240,115,42,97,43.3,14,40,35,17,20,85,12,40,52,19,16,7,10,19,26,111.7,87.3,24.4,45.2,1.9,13.8,27.6,77.8,51.8,9.7,50.5,54.3,102.5,64.1
PHX,PHX @ MEM,44512,W,240,119,46,94,48.9,18,37,48.6,9,9,100,4,42,46,28,12,6,12,22,25,114.4,89.5,24.9,60.9,2.33,20.3,12.5,70.1,46.1,11.5,58.5,60.7,104.5,63.8
PHX,PHX vs. POR,44510,W,240,119,49,94,52.1,11,28,39.3,10,12,83.3,9,30,39,27,6,6,11,20,10,121.4,110.1,11.3,55.1,2.45,19.6,28.3,65.3,47.4,11.2,58,59.9,98.5,54.8
PHX,PHX @ SAC,44508,W,240,109,44,93,47.3,12,30,40,9,11,81.8,5,33,38,28,14,9,15,21,5,103.8,99,4.8,63.6,1.87,19.7,20,72.3,45.4,14.3,53.8,55.7,105,56.5
PHX,PHX vs. ATL,44506,W,240,121,45,88,51.1,14,43,32.6,17,21,81,5,37,42,26,8,6,12,22,4,114.2,111.4,2.7,57.8,2.17,18.8,13,71.9,45.6,11.3,59.1,62.2,105.5,55
PHX,PHX vs. HOU,44504,W,240,123,44,93,47.3,14,31,45.2,21,23,91.3,13,33,46,29,12,8,12,24,12,117.1,105.7,11.4,65.9,2.42,19.7,26.5,72.5,50,11.4,54.8,59.6,105,57.9
PHX,PHX vs. NOP,44502,W,240,112,43,82,52.4,9,26,34.6,17,18,94.4,7,35,42,32,8,4,19,17,12,110.9,100,10.9,74.4,1.68,22.5,22.5,67.9,49,18.8,57.9,62.3,100.5,57.2
PHX,PHX vs. CLE,44499,W,240,101,39,84,46.4,6,26,23.1,17,27,63,8,44,52,27,12,3,15,14,9,98.1,90.2,7.9,69.2,1.8,19.1,22,80.4,52.8,14.6,50,52.7,102.5,60.6
PHX,PHX vs. SAC,44496,L,240,107,42,93,45.2,6,22,27.3,17,24,70.8,14,42,56,23,6,6,11,16,-3,104.9,110,-5.1,54.8,2.09,16.3,32.7,76.8,55.6,10.8,48.4,51.7,101,52
PHX,PHX @ POR,44492,L,240,105,43,89,48.3,9,28,32.1,10,15,66.7,7,31,38,27,6,1,14,19,-29,102.9,131.4,-28.4,62.8,1.93,19.7,16.3,77.8,45.7,13.7,53.4,54.9,102,38.9
PHX,PHX @ LAL,44491,W,240,115,42,86,48.8,10,32,31.3,21,28,75,7,40,47,31,8,2,12,22,10,112.7,105,7.7,73.8,2.58,21.7,21.7,73.2,50,11.8,54.7,58.5,101,59.4
PHX,PHX vs. DEN,44489,L,240,98,36,87,41.4,14,37,37.8,12,17,70.6,11,34,45,23,9,3,18,18,-12,97,108.9,-11.9,63.9,1.28,16.7,25.9,82.9,50.5,17.8,49.4,51.9,101,42.8
PHI,PHI vs. DET,44661,W,240,118,46,88,52.3,5,25,20,21,23,91.3,10,32,42,25,13,6,11,23,12,121.6,110.4,11.2,54.3,2.27,18.5,30.2,62.7,47.9,11.3,55.1,60.1,96.5,59.1
PHI,PHI vs. IND,44660,W,240,133,50,90,55.6,12,34,35.3,21,27,77.8,14,28,42,37,14,3,15,24,13,129.1,116.5,12.6,74,2.47,23.7,38.1,75.6,56.6,14.6,62.2,65.3,103,56.9
PHI,PHI @ TOR,44658,L,240,114,37,75,49.3,19,36,52.8,21,25,84,6,31,37,26,7,3,17,18,-5,121.3,126.6,-5.3,70.3,1.53,20.2,22.5,65.3,46.1,18.1,62,66.3,94,49.6
PHI,PHI @ IND,44656,W,240,131,47,87,54,23,40,57.5,14,18,77.8,5,31,36,34,8,3,16,14,9,127.2,117.3,9.9,72.3,2.13,23.1,22.7,64,44.7,15.5,67.2,69,103.5,53
PHI,PHI @ CLE,44654,W,240,112,33,80,41.3,11,31,35.5,35,42,83.3,12,38,50,23,7,8,14,19,4,113.1,109.1,4,69.7,1.64,17,30,82.6,55.2,14.1,48.1,56.9,99,53.4
PHI,PHI vs. CHA,44653,W,240,144,53,87,60.9,21,43,48.8,17,21,81,10,37,47,38,10,5,19,18,30,137.1,109.6,27.5,71.7,2,24.5,32.4,77.1,57.6,18.1,73,74.8,104.5,60.4
PHI,PHI @ DET,44651,L,240,94,31,69,44.9,7,26,26.9,25,28,89.3,4,35,39,22,8,9,15,17,-8,103.3,110.9,-7.6,71,1.47,18.6,12.8,77.8,47.6,16.5,50,57.8,91.5,48.2
PHI,PHI vs. MIL,44649,L,240,116,43,89,48.3,16,41,39,14,18,77.8,5,35,40,28,7,3,9,19,-2,118.4,121.6,-3.3,65.1,3.11,20.6,20.4,75.5,48,9.2,57.3,59.8,97.5,49.2
PHI,PHI @ PHX,44647,L,240,104,37,89,41.6,10,36,27.8,20,26,76.9,12,33,45,22,6,4,12,19,-10,106.1,116.3,-10.2,59.5,1.83,15.9,33.3,77.3,53.1,12.2,47.2,51.8,98,45.4
PHI,PHI @ LAC,44645,W,240,122,43,92,46.7,15,35,42.9,21,24,87.5,12,40,52,23,12,8,13,18,25,122,97,25,53.5,1.77,16.4,34,75.9,55.8,13,54.9,59.5,100,63.3
PHI,PHI @ LAL,44643,W,240,126,47,91,51.6,10,27,37,22,28,78.6,8,35,43,26,7,5,7,13,5,123.5,118.6,4.9,55.3,3.71,18.8,21.7,70.6,47.4,6.9,57.1,61,102,54.5
PHI,PHI vs. MIA,44641,W,240,113,43,86,50,15,37,40.5,12,16,75,11,34,45,26,6,4,12,20,7,117.7,110.4,7.3,60.5,2.17,19.4,27.3,85.7,55.8,12.5,58.7,60.7,96,52.1
PHI,PHI vs. TOR,44640,L,240,88,30,73,41.1,7,27,25.9,21,28,75,5,35,40,21,7,5,10,23,-5,94.6,101.1,-6.5,70,2.1,17.4,15.2,63.9,43,10.8,45.9,51.6,92.5,50.3
PHI,PHI vs. DAL,44638,W,240,111,37,75,49.3,16,38,42.1,21,23,91.3,5,33,38,23,9,4,12,21,10,119.4,109.8,9.6,62.2,1.92,18.5,23.1,76.6,52.3,12.9,60,65.2,92.5,56.1
PHI,PHI @ CLE,44636,W,240,118,41,79,51.9,12,32,37.5,24,28,85.7,7,32,39,24,6,2,11,25,4,125.5,122.6,3,58.5,2.18,19,22,77.3,50.6,11.7,59.5,64.6,93.5,48.5
PHI,PHI vs. DEN,44634,L,240,110,36,84,42.9,12,33,36.4,26,32,81.3,11,37,48,25,8,6,13,17,-4,110,114,-4,69.4,1.92,18.1,26.5,86,54.3,13,50,56.1,100,49.1
PHI,PHI @ ORL,44633,W,265,116,35,92,38,14,37,37.8,32,37,86.5,10,35,45,21,7,3,8,17,2,111.5,108.6,3,60,2.63,15.2,22.4,75,47.3,7.7,45.7,53.6,94.64,48.8
PHI,PHI vs. BKN,44630,L,240,100,30,93,32.3,14,36,38.9,26,30,86.7,17,33,50,19,5,5,20,19,-29,100,129,-29,63.3,0.95,12.8,43.9,75.6,56.8,20,39.8,47.1,100,31.2
PHI,PHI vs. CHI,44627,W,240,121,41,84,48.8,12,30,40,27,34,79.4,8,30,38,29,5,5,10,19,15,123.5,107.1,16.4,70.7,2.9,20.9,25.5,65.3,45.8,10.2,56,61.1,98.5,57
PHI,PHI @ MIA,44625,L,240,82,28,82,34.1,7,41,17.1,19,23,82.6,13,28,41,13,9,4,12,17,-17,91.1,111.2,-20.1,46.4,1.08,10.8,30.4,81.1,50.5,13.3,38.4,44.5,89.5,37.7
PHI,PHI vs. CLE,44624,W,240,125,41,75,54.7,14,33,42.4,29,32,90.6,3,27,30,23,8,3,12,24,6,128.9,121.4,7.4,56.1,1.92,18.7,8.6,75,44,12.4,64,70.2,97.5,49.1
PHI,PHI vs. NYK,44622,W,240,123,39,75,52,17,36,47.2,28,33,84.8,5,38,43,24,2,8,14,25,15,126.8,110.2,16.6,61.5,1.71,18.6,21.1,69,50,14.4,63.3,68.7,97.5,59.7
PHI,PHI @ NYK,44619,W,240,125,38,78,48.7,10,33,30.3,39,44,88.6,5,38,43,28,13,5,10,26,16,119,104.8,14.2,73.7,2.8,20.3,14,71.7,45.8,9.5,55.1,64.2,104.5,62.7
PHI,PHI @ MIN,44617,W,240,133,42,82,51.2,19,39,48.7,30,36,83.3,6,36,42,30,10,0,12,23,31,130.4,100,30.4,71.4,2.5,21.3,20.5,76.9,51,11.8,62.8,68,102,65.5
PHI,PHI @ MIL,44609,W,240,123,44,88,50,12,34,35.3,23,27,85.2,9,37,46,21,2,2,12,23,3,119.4,117.6,1.8,47.7,1.75,15.9,22.7,73.6,50.5,11.7,56.8,61.6,102.5,52.5
PHI,PHI vs. BOS,44607,L,240,87,23,80,28.8,8,32,25,33,39,84.6,12,28,40,17,7,2,9,17,-48,92.6,145.2,-52.6,73.9,1.89,13.4,26.2,74.4,45,9.6,33.8,44.8,93.5,28.7
PHI,PHI vs. CLE,44604,W,240,103,38,79,48.1,10,22,45.5,17,21,81,8,32,40,24,13,5,13,21,10,110.8,100,10.8,63.2,1.85,18.9,23.3,79.1,51.2,14,54.4,58.4,93,57.3
PHI,PHI vs. OKC,44603,W,240,100,36,93,38.7,7,26,26.9,21,26,80.8,15,40,55,19,7,10,11,16,13,102,87.9,14.2,52.8,1.73,14.1,30,71.4,50,11.2,42.5,47.9,98.5,55.6
PHI,PHI vs. PHX,44600,L,240,109,41,89,46.1,10,32,31.3,17,18,94.4,6,38,44,24,7,4,15,22,-5,104.8,109.6,-4.8,58.5,1.6,17.4,20.8,77.4,50.5,14.4,51.7,56.2,104,45.5
PHI,PHI @ CHI,44598,W,240,119,45,84,53.6,12,24,50,17,21,81,4,34,38,29,5,5,11,17,11,128,113.7,14.3,64.4,2.64,22.5,20,79.5,51.2,11.8,60.7,63.8,94,55.4
PHI,PHI @ DAL,44596,L,240,98,36,70,51.4,9,27,33.3,17,23,73.9,6,30,36,23,5,5,14,22,-9,108.9,118.9,-10,63.9,1.64,19.2,18.9,66.7,45.9,15.6,57.9,61.2,90,48
PHI,PHI vs. WAS,44594,L,240,103,41,91,45.1,11,27,40.7,10,13,76.9,10,31,41,23,2,4,4,20,-3,113.2,117.8,-4.6,56.1,5.75,18.4,23.5,63.5,43.7,4.4,51.1,53.2,90.5,46.6
